title,year,runtime,certificate,rating,metascore,votes,gross
Willard,2003,100,PG-13,6.1,61.0,20094,6.89
Leap of Faith,1992,108,PG-13,6.1,,13849,23.37
Our Brand Is Crisis,2015,107,R,6.1,53.0,22948,7.00
The Cottage,2008,92,Unrated,6.1,,12846,
The Front Runner,2018,113,R,6.1,61.0,13828,2.00
Early Man,2018,89,PG,6.1,68.0,23087,8.27
Cleaner,2007,88,R,6.1,49.0,44650,
The Newton Boys,1998,122,PG-13,6.1,57.0,12033,10.30
What's New Pussycat,1965,108,Approved,6.1,,10701,18.82
Chéri,2009,86,R,6.1,63.0,11483,2.71
Welcome to the Punch,2013,99,R,6.1,49.0,34144,0.01
Someone to Watch Over Me,1987,106,R,6.1,55.0,11069,10.28
Trapped,I) (2002,106,R,6.1,42.0,24827,0.06
Holiday in the Wild,2019,85,TV-PG,6.1,,16455,
The Overnight,2015,79,R,6.1,65.0,17351,1.10
Employee of the Month,2004,97,R,6.1,,10191,
God's Pocket,2014,88,R,6.1,51.0,11959,0.10
360,2011,110,R,6.1,43.0,17263,0.10
Calvaire,2004,88,Not Rated,6.1,52.0,13223,0.00
Johnny Handsome,1989,94,R,6.1,60.0,10645,7.24
Rememory,2017,111,PG-13,6.1,48.0,17348,
Bunraku,2010,124,R,6.1,28.0,20272,
Addicted to Love,1997,100,R,6.1,49.0,25300,34.66
Captain Alatriste: The Spanish Musketeer,2006,145,,6.1,,13603,
Erik the Viking,1989,107,PG-13,6.1,,14185,1.93
The Princess Switch,2018,101,TV-PG,6.1,,29850,
Up Close & Personal,1996,124,PG-13,6.1,,15034,51.09
Running with Scissors,2006,116,R,6.1,52.0,22904,6.75
Godmothered,2020,110,PG,6.1,49.0,13272,
We're No Angels,1989,106,PG-13,6.1,48.0,24149,10.56
The Myth,2005,122,PG-13,6.1,,15962,
Stockholm,2018,92,R,6.1,54.0,14059,0.30
Ninja: Shadow of a Tear,2013,95,R,6.1,,13071,
The Bride of Badrinath,2017,139,Not Rated,6.1,,13036,1.99
Resurrection,1999,108,R,6.1,,10680,
The Ones Below,2015,87,R,6.1,63.0,10830,0.01
Youth Without Youth,2007,124,R,6.1,43.0,13884,0.24
The Corruptor,1999,110,R,6.1,56.0,18862,15.16
The Invisible Woman,2013,111,R,6.1,75.0,10234,1.23
Bronco Billy,1980,116,PG,6.1,66.0,12369,24.27
Knockaround Guys,2001,92,R,6.1,30.0,24504,11.63
D.O.A.,1988,96,R,6.1,,10700,12.71
According to Greta,2009,92,PG-13,6.1,,10210,
Swing Vote,2008,120,PG-13,6.1,47.0,19177,16.28
The Man Who Cried,2000,100,R,6.1,40.0,16136,0.74
The Brave,1997,123,,6.1,,10587,
Desierto,2015,88,R,6.1,51.0,10386,1.83
Thunivu,2023,146,Not Rated,6.1,,28007,
Miracle at St. Anna,2008,160,R,6.1,37.0,18963,7.92
Kidnapping Mr. Heineken,2015,95,R,6.1,33.0,21377,
Sooryavanshi,2021,145,Not Rated,6.1,,78131,
Love and Other Disasters,2006,90,R,6.1,,14560,
Cargo,2009,112,,6.1,,19921,
Bellbottom,2021,123,,6.1,,23275,
Redacted,2007,90,R,6.1,52.0,11095,0.07
Code 46,2003,93,R,6.1,57.0,20898,0.20
2.0,2018,148,Not Rated,6.1,,25896,5.57
Hacker,I) (2016,95,R,6.1,,10655,
Assassination Games,2011,101,R,6.1,,18026,
Sukiyaki Western Django,2007,121,R,6.1,55.0,15656,0.05
Buster's Mal Heart,2016,96,Unrated,6.1,63.0,11450,0.07
My Name Is Bruce,2007,84,R,6.1,36.0,24899,0.17
Right at Your Door,2006,96,R,6.1,57.0,14160,0.06
Smart People,2008,95,R,6.1,57.0,23348,9.50
Josh,2000,162,Not Rated,6.1,,10655,0.43
Wilderness,I) (2006,93,R,6.1,,10148,
The Visitors II: The Corridors of Time,1998,118,G,6.1,,12840,0.15
Brake,I) (2012,92,R,6.1,38.0,11952,
Miami Bici,2020,98,,6.1,,10291,
1/1,2018,85,TV-MA,6.1,,10575,
Shivaay,2016,153,Not Rated,6.1,,11027,
Kabali,2016,153,Not Rated,6.1,,13686,
Ip Man: The Final Fight,2013,100,PG-13,6.1,55.0,11431,0.04
Billa 2,2012,129,Not Rated,6.1,,11233,
Valimai,2022,178,Not Rated,6.1,,20229,
Yamakasi,2001,90,,6.1,,12772,
Interreflections,2020,165,,6.1,,10390,
Velayudham,2011,186,Not Rated,6.1,,12424,
Unbreakable Souls,2015,85,,6.1,,35784,
Kandahar,2023,119,R,6.0,52.0,16623,
Shazam! Fury of the Gods,2023,130,PG-13,6.0,47.0,102100,
Sucker Punch,2011,110,PG-13,6.0,33.0,247662,36.39
Immortals,2011,110,R,6.0,46.0,173399,83.50
Saw VI,2009,90,R,6.0,30.0,117445,27.69
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,88,PG,6.0,45.0,58755,78.66
The Fast and the Furious: Tokyo Drift,2006,104,PG-13,6.0,45.0,287893,62.51
The Voyeurs,2021,116,R,6.0,54.0,26222,
The Room,2019,100,Not Rated,6.0,,22459,
Werewolves Within,2021,97,R,6.0,66.0,22576,
Van Helsing,2004,131,PG-13,6.0,35.0,276720,120.18
Hellraiser,2022,121,R,6.0,55.0,43864,
Murder Mystery,2019,97,PG-13,6.0,38.0,158940,
Becky,II) (2020,93,R,6.0,54.0,20955,
What's Your Number?,2011,106,R,6.0,35.0,84213,14.01
Shallow Hal,2001,114,PG-13,6.0,48.0,139345,70.84
Joe Dirt,2001,91,PG-13,6.0,20.0,59134,27.09
The Lodge,2019,108,R,6.0,64.0,52786,
Hercules,I) (2014,98,PG-13,6.0,47.0,161203,72.69
Godzilla: King of the Monsters,2019,132,PG-13,6.0,48.0,193309,110.50
The Signal,2014,97,PG-13,6.0,54.0,67852,0.60
Sahara,2005,124,PG-13,6.0,41.0,101109,68.67
Brainscan,1994,96,R,6.0,,12306,4.26
House of 1000 Corpses,2003,89,R,6.0,31.0,90025,12.63
Mike and Dave Need Wedding Dates,2016,98,R,6.0,51.0,92660,46.01
Never Been Kissed,1999,107,PG-13,6.0,60.0,95052,55.47
Stuart Little,1999,84,PG,6.0,61.0,143247,140.04
Miami Vice,2006,132,R,6.0,66.0,120978,63.45
Tu Jhoothi Main Makkaar,2023,150,Not Rated,6.0,,23392,
Absolutely Anything,2015,85,R,6.0,31.0,45906,
Don't Breathe 2,2021,98,R,6.0,46.0,66284,32.64
Rebecca,I) (2020,123,PG-13,6.0,46.0,44754,
Exodus: Gods and Kings,2014,150,PG-13,6.0,52.0,173804,65.01
The Boy,2016,97,PG-13,6.0,42.0,98193,35.82
Cowboys & Aliens,2011,119,PG-13,6.0,50.0,227515,100.24
Shark Tale,2004,90,PG,6.0,48.0,192372,160.86
The Poughkeepsie Tapes,2007,81,R,6.0,,22454,
Free Willy,1993,112,PG,6.0,79.0,80511,77.70
Indecent Proposal,1993,117,R,6.0,35.0,75203,106.61
Unhinged,I) (2020,90,R,6.0,40.0,73147,20.83
Dante's Peak,1997,108,PG-13,6.0,43.0,95186,67.13
The Midnight Meat Train,2008,100,R,6.0,58.0,68221,0.08
Sick,2022,83,R,6.0,62.0,15218,
True History of the Kelly Gang,2019,124,R,6.0,75.0,12425,
S.W.A.T.,2003,117,PG-13,6.0,45.0,151631,116.93
Halloween,2007,109,R,6.0,47.0,126567,58.27
Hotel Transylvania: Transformania,2022,87,PG,6.0,46.0,35317,
The Other Woman,2014,109,PG-13,6.0,39.0,146003,83.91
Daddy's Home 2,2017,100,PG-13,6.0,30.0,78681,104.03
The Time Machine,2002,96,PG-13,6.0,42.0,127790,56.68
Jexi,2019,84,R,6.0,39.0,30014,
Night at the Museum: Battle of the Smithsonian,2009,105,PG,6.0,42.0,205984,177.24
Mr. Harrigan's Phone,2022,104,PG-13,6.0,55.0,35413,
The Taking of Deborah Logan,2014,90,R,6.0,,36507,
My Big Fat Greek Wedding 2,2016,94,PG-13,6.0,37.0,32731,59.69
Cheech and Chong's Next Movie,1980,99,R,6.0,66.0,14625,41.68
Hocus Pocus 2,2022,103,PG,6.0,56.0,48162,
Greta,2018,98,R,6.0,54.0,36428,10.52
G.I. Jane,1997,125,R,6.0,62.0,84661,48.17
Those Who Wish Me Dead,2021,100,R,6.0,59.0,66713,
The Tourist,I) (2010,103,PG-13,6.0,37.0,250826,67.63
Project Power,2020,113,R,6.0,51.0,94295,
No One Lives,2012,86,R,6.0,26.0,22622,0.07
Little Monsters,1989,100,PG,6.0,,13758,0.79
Backcountry,I) (2014,92,R,6.0,62.0,22977,
All the Right Moves,1983,91,R,6.0,62.0,19830,17.23
Original Sin,2001,116,R,6.0,33.0,58403,16.25
The Substitute,1996,114,R,6.0,41.0,14898,14.75
Home Team,2022,95,PG,6.0,23.0,20899,
The Gambler,III) (2014,111,R,6.0,55.0,71948,33.68
Class,1983,98,R,6.0,33.0,11516,
Pink Flamingos,1972,93,NC-17,6.0,47.0,26663,0.18
Taken 3,2014,108,PG-13,6.0,26.0,199311,89.26
Along Came Polly,2004,90,PG-13,6.0,44.0,140902,88.10
Camp Nowhere,1994,96,PG,6.0,,10305,10.47
The Lego Ninjago Movie,2017,101,PG,6.0,55.0,28516,59.28
The Spy Who Dumped Me,2018,117,R,6.0,52.0,80723,33.56
Bridget Jones: The Edge of Reason,2004,108,R,6.0,44.0,118313,40.23
Bedtime Stories,2008,99,PG,6.0,33.0,98932,110.10
Z for Zachariah,2015,98,PG-13,6.0,68.0,32012,0.12
Circle,II) (2015,87,Not Rated,6.0,,62346,
CHIPS,2017,100,R,6.0,28.0,49835,18.60
The Net,I) (1995,114,PG-13,6.0,51.0,71502,50.73
Get Hard,2015,100,R,6.0,34.0,142719,90.41
Nights in Rodanthe,2008,97,PG-13,6.0,39.0,25847,41.85
The Best Little Whorehouse in Texas,1982,114,R,6.0,40.0,12881,69.70
Friday the 13th: The Final Chapter,1984,91,R,6.0,33.0,55772,32.98
Shaft,2000,99,R,6.0,50.0,79261,70.33
World Trade Center,2006,129,PG-13,6.0,66.0,85939,70.28
The SpongeBob Movie: Sponge Out of Water,2015,92,PG,6.0,62.0,58919,162.99
6 Souls,2010,112,R,6.0,28.0,35588,
War Machine,2017,122,TV-MA,6.0,56.0,48841,
Unfriended: Dark Web,2018,92,R,6.0,53.0,36011,8.78
The Purge: Election Year,2016,108,R,6.0,55.0,106257,79.21
Horse Girl,I) (2020,103,R,6.0,61.0,19083,
Honest Thief,2020,99,PG-13,6.0,46.0,54710,14.16
The Handmaid's Tale,1990,108,R,6.0,53.0,10261,4.96
The Code,I) (2009,104,R,6.0,,35451,
Mimic,1997,105,R,6.0,55.0,53918,25.48
Overboard,2018,112,PG-13,6.0,42.0,40193,50.32
First Knight,1995,134,PG-13,6.0,57.0,76455,37.60
Automata,I) (2014,109,R,6.0,37.0,58301,
Righteous Kill,2008,101,R,6.0,36.0,90591,40.08
Assassination Nation,2018,108,R,6.0,54.0,20955,1.96
Tequila Sunrise,1988,115,R,6.0,62.0,33008,41.29
Split Second,1992,90,R,6.0,26.0,15931,5.43
Mr. Popper's Penguins,2011,94,PG,6.0,53.0,102509,68.22
Transporter 3,2008,104,PG-13,6.0,51.0,172692,31.72
Smurfs: The Lost Village,2017,90,PG,6.0,40.0,23120,45.02
Walk of Shame,2014,95,R,6.0,25.0,56085,0.04
Friday the 13th Part VI: Jason Lives,1986,86,R,6.0,30.0,48249,19.47
Arthur and the Invisibles,2006,94,PG,6.0,39.0,39528,15.13
The Gate,1987,85,PG-13,6.0,55.0,18505,13.54
Soldier,I) (1998,99,R,6.0,,58415,14.57
Super Troopers 2,2018,99,R,6.0,41.0,27706,30.62
Wuthering Heights,2011,129,Not Rated,6.0,70.0,10750,0.10
The Alamo,2004,137,PG-13,6.0,47.0,21765,22.41
Sisters,III) (2015,118,R,6.0,58.0,68246,87.04
The Hunted,2003,94,R,6.0,40.0,49547,34.24
Lockout,2012,95,PG-13,6.0,48.0,100015,14.33
The Big Hit,1998,91,R,6.0,31.0,30941,27.05
Arkansas,2020,117,R,6.0,55.0,13594,
Creepshow 2,1987,92,R,6.0,39.0,27275,14.00
Valhalla Rising,2009,93,Not Rated,6.0,61.0,62426,0.02
Raising Helen,2004,119,PG-13,6.0,38.0,37772,37.49
Kama Sutra: A Tale of Love,1996,114,R,6.0,,11079,4.11
The Last Song,2010,107,PG,6.0,33.0,90682,62.95
The Lair of the White Worm,1988,93,R,6.0,61.0,13952,1.19
Flower,I) (2017,90,R,6.0,45.0,10016,0.33
Jobs,2013,128,PG-13,6.0,44.0,100900,16.13
Hope Floats,1998,114,PG-13,6.0,42.0,29126,60.05
Moonwalker,1988,93,PG,6.0,,17785,
The Jungle Book,1994,111,PG,6.0,63.0,18470,44.34
My Son,I) (2021,95,R,6.0,,13594,
A Man Apart,2003,109,R,6.0,36.0,48719,26.18
Pieces,1982,85,Not Rated,6.0,68.0,11940,2.03
Margot at the Wedding,2007,91,R,6.0,66.0,21616,1.96
Maniac Cop,1988,85,R,6.0,40.0,18839,0.67
Destination Wedding,2018,87,R,6.0,46.0,31863,
Beneath the Planet of the Apes,1970,95,G,6.0,46.0,49308,19.00
The Rite,2011,114,PG-13,6.0,38.0,100955,33.05
Captive State,2019,109,PG-13,6.0,54.0,56165,5.96
The Zero Theorem,2013,107,R,6.0,50.0,48802,0.22
Rock-A-Doodle,1991,77,G,6.0,,10157,11.66
Above the Law,1988,99,R,6.0,45.0,33639,18.87
Dream House,2011,92,PG-13,6.0,35.0,68264,21.28
Censor,2021,84,,6.0,69.0,18066,
Ricki and the Flash,2015,101,PG-13,6.0,54.0,24319,26.82
On the Road,2012,124,R,6.0,56.0,42747,0.72
Bholaa,2023,144,Not Rated,6.0,,21157,
Dragnet,1987,106,PG-13,6.0,62.0,35903,57.39
The Peacemaker,1997,124,R,6.0,43.0,60391,41.26
Parental Guidance,2012,105,PG,6.0,36.0,26478,77.27
The Escort,2015,88,Not Rated,6.0,,13921,
Equals,2015,101,PG-13,6.0,43.0,31962,0.03
Wrongfully Accused,1998,87,PG-13,6.0,,27972,9.62
The Woman,I) (2011,101,R,6.0,58.0,25233,
13,I) (2010,91,R,6.0,29.0,43121,
The Object of My Affection,1998,111,R,6.0,51.0,20971,29.11
Body Snatchers,1993,87,R,6.0,65.0,20481,0.43
Lord of Illusions,1995,109,R,6.0,,18639,13.29
The Indian in the Cupboard,1995,96,PG,6.0,58.0,30329,35.62
Planet 51,2009,91,PG,6.0,39.0,57302,42.09
The Shadow,1994,108,PG-13,6.0,50.0,26416,32.06
Starry Eyes,2014,98,Not Rated,6.0,49.0,21633,
Relic,2020,89,R,6.0,77.0,28451,
Man of Tai Chi,2013,105,R,6.0,52.0,40325,0.10
Firestarter,1984,114,R,6.0,50.0,35796,15.10
To All the Boys: P.S. I Still Love You,2020,101,TV-14,6.0,54.0,43546,
My Cousin Rachel,2017,106,PG-13,6.0,63.0,20300,2.68
Cold Skin,2017,108,TV-14,6.0,,17290,
Ice Princess,2005,98,G,6.0,55.0,28261,24.38
Asterix and Obelix vs. Caesar,1999,109,Not Rated,6.0,,44203,1.64
V/H/S/2,2013,96,R,6.0,49.0,42226,0.02
We're Back! A Dinosaur's Story,1993,72,G,6.0,,15659,9.32
Motel Hell,1980,101,R,6.0,64.0,12937,6.34
Deception,2008,107,R,6.0,31.0,40296,4.60
Nim's Island,2008,96,PG,6.0,55.0,36233,48.01
The Condemned,2007,113,R,6.0,23.0,53645,0.00
The Riot Club,2014,107,R,6.0,54.0,23631,
Ask Me Anything,2014,100,Not Rated,6.0,,12757,
Chinese Zodiac,2012,109,PG-13,6.0,29.0,23914,
The Signal,2007,103,R,6.0,63.0,21647,0.60
The Night Eats the World,2018,93,TV-14,6.0,50.0,14761,
Happy Birthday to Me,1981,110,R,6.0,24.0,10626,
The Machine,I) (2013,91,R,6.0,52.0,31797,
The Lazarus Project,2008,100,PG-13,6.0,,18962,
She's the One,1996,96,R,6.0,53.0,18153,9.45
Baby Mama,2008,99,PG-13,6.0,55.0,46533,60.49
The Christmas Chronicles: Part Two,2020,112,PG,6.0,51.0,33119,
Medicine Man,1992,106,PG-13,6.0,43.0,24190,45.50
Carriers,2009,84,PG-13,6.0,,48876,0.09
Churchill,2017,105,PG,6.0,44.0,15505,1.28
Bird on a Wire,1990,110,PG-13,6.0,36.0,46318,70.98
Memoirs of an Invisible Man,1992,99,PG-13,6.0,48.0,26130,14.36
Boxcar Bertha,1972,88,R,6.0,61.0,10257,
I Could Never Be Your Woman,2007,97,PG-13,6.0,,18957,
The Secret of Moonacre,2008,103,PG,6.0,,10676,
Earthquake Bird,2019,107,R,6.0,51.0,15395,
How to Be a Latin Lover,2017,115,PG-13,6.0,54.0,17032,32.09
Wildcats,1986,106,R,6.0,41.0,14266,26.29
Someone Like You,2001,97,PG-13,6.0,32.0,27058,27.34
About Last Night,2014,100,R,6.0,62.0,24714,48.64
The Good German,2006,105,R,6.0,49.0,25733,1.31
Come to Daddy,2019,96,R,6.0,64.0,19315,
Erased,2012,100,R,6.0,34.0,32031,
Come True,2020,105,Unrated,6.0,68.0,10154,
K-9,1989,101,PG-13,6.0,44.0,34791,43.25
Tragedy Girls,2017,98,R,6.0,58.0,10956,0.06
Varisu,2023,169,Not Rated,6.0,,35119,
Leatherheads,2008,114,PG-13,6.0,56.0,32934,31.20
The Night Flier,1997,97,R,6.0,36.0,11475,0.13
Gerry,2002,103,R,6.0,54.0,19369,0.24
Senseless,1998,93,R,6.0,36.0,17280,13.04
The Den,2013,76,R,6.0,48.0,14990,
The Polka King,2017,95,TV-14,6.0,65.0,11496,
"For a Good Time, Call...",2012,85,R,6.0,55.0,16689,1.24
Dead Man on Campus,1998,96,R,6.0,27.0,16142,15.06
Pushing Tin,1999,124,R,6.0,47.0,30061,8.41
The Tournament,2009,95,R,6.0,,35883,
Pokémon the Movie 2000,1999,99,G,6.0,28.0,23178,43.76
Night Moves,2013,112,R,6.0,75.0,16301,0.25
Birthday Girl,2001,93,R,6.0,51.0,26030,4.92
Half Light,2006,110,R,6.0,,14251,
Dying Young,1991,111,R,6.0,,16876,33.67
Killshot,2008,95,R,6.0,,21687,0.02
The Dark Half,1993,122,R,6.0,53.0,18694,9.58
Three to Tango,1999,98,PG-13,6.0,36.0,19595,10.54
Violet & Daisy,2011,88,R,6.0,43.0,13045,0.02
Anna and the Apocalypse,2017,93,R,6.0,63.0,14601,0.55
At First Sight,1999,128,PG-13,6.0,40.0,14066,22.37
Doghouse,2009,89,Not Rated,6.0,,22585,
Blood and Wine,1996,101,R,6.0,,10515,1.08
The Story of Us,1999,95,R,6.0,37.0,24566,27.07
Humpty Sharma Ki Dulhania,2014,133,Not Rated,6.0,,13635,0.38
Mr. Baseball,1992,108,PG-13,6.0,,11933,20.88
Assault on Wall Street,2013,99,R,6.0,24.0,21485,
Blind Dating,2006,95,PG-13,6.0,,12437,0.09
Bordertown,2007,112,R,6.0,,11164,
The Chamber,1996,113,R,6.0,45.0,15835,14.55
Beatriz at Dinner,2017,82,R,6.0,68.0,10592,7.12
Jayeshbhai Jordaar,2022,121,,6.0,,43707,
The Caller,2011,92,R,6.0,,11853,
Kabhi Alvida Naa Kehna,2006,193,Not Rated,6.0,,20968,3.28
Fragile,2005,101,PG-13,6.0,,17171,
Phantasm III: Lord of the Dead,1994,91,R,6.0,,10237,
Legal Eagles,1986,116,PG,6.0,57.0,11813,49.85
Kites,I) (2010,123,Not Rated,6.0,62.0,13504,1.60
Gorgeous,1999,121,PG-13,6.0,,13479,
The Maiden Heist,2009,90,PG-13,6.0,,17162,
6 Bullets,2012,115,R,6.0,,15454,
Anatomy,2000,103,R,6.0,33.0,13782,0.01
Franklyn,2008,98,R,6.0,,17946,
Black Mask,1996,99,R,6.0,,12048,12.49
Parallels,I) (2015,83,Not Rated,6.0,,14882,
Heyy Babyy,2007,144,Not Rated,6.0,,15393,1.21
Asterix and the Vikings,2006,78,Not Rated,6.0,,12407,
Ladies vs. Ricky Bahl,2011,140,Not Rated,6.0,,10296,
Mine 9,2019,83,Not Rated,6.0,65.0,11815,0.23
Two Days in New York,2012,96,R,6.0,61.0,14853,0.63
Money Trap,2019,121,,6.0,,15435,
I Sell the Dead,2008,85,Not Rated,6.0,62.0,11024,0.01
Casshern,2004,142,Not Rated,6.0,,13661,
Kick,2014,146,Not Rated,6.0,,71526,2.46
The I Inside,2004,90,R,6.0,,11217,
Stuck Apart,2021,96,TV-MA,6.0,,11096,
MSG: The Messenger of God,2015,197,,6.0,,11328,
Fast X,2023,141,PG-13,5.9,56.0,85253,
Cocaine Bear,2023,95,R,5.9,54.0,83155,
Suicide Squad,2016,123,PG-13,5.9,40.0,704816,325.10
Venom: Let There Be Carnage,2021,97,PG-13,5.9,49.0,243789,213.55
Deep Blue Sea,1999,105,R,5.9,54.0,139041,73.65
Teenage Mutant Ninja Turtles: Out of the Shadows,2016,112,PG-13,5.9,40.0,97000,82.05
Grown Ups,I) (2010,102,PG-13,5.9,30.0,263666,162.00
Vivarium,2019,97,R,5.9,64.0,67037,
Underwater,2020,95,PG-13,5.9,48.0,89402,17.29
Transformers: Revenge of the Fallen,2009,149,PG-13,5.9,35.0,419860,402.11
Cocktail,1988,104,R,5.9,12.0,89374,78.22
Saw IV,2007,93,R,5.9,36.0,156446,63.30
Crimes of the Future,2022,107,R,5.9,67.0,36632,
Percy Jackson & the Olympians: The Lightning Thief,2010,118,PG,5.9,47.0,195197,88.76
2 Fast 2 Furious,2003,107,PG-13,5.9,38.0,287745,127.15
Hostel,2005,94,R,5.9,55.0,186118,47.33
The School for Good and Evil,2022,147,PG-13,5.9,30.0,32675,
Mannequin,1987,90,PG,5.9,21.0,34052,42.72
Premonition,I) (2007,96,PG-13,5.9,29.0,80423,47.85
The Kissing Booth,2018,105,TV-14,5.9,,89037,
Vegas Vacation,1997,93,PG,5.9,20.0,51779,36.43
She's All That,1999,95,PG-13,5.9,51.0,100250,63.37
Dirty Grandpa,2016,102,R,5.9,21.0,129498,35.59
Georgia Rule,2007,113,R,5.9,25.0,25893,18.88
Vesper,2022,114,Not Rated,5.9,70.0,18528,
Orphan: First Kill,2022,99,R,5.9,54.0,41641,
Cheaper by the Dozen,2003,98,PG,5.9,46.0,106149,138.61
The Great Wall,I) (2016,103,PG-13,5.9,42.0,142050,45.54
Jurassic Park III,2001,92,PG-13,5.9,42.0,332925,181.17
Night Hunter,2018,98,R,5.9,31.0,25347,
Into the Woods,2014,125,PG,5.9,69.0,145142,128.00
Pathaan,2023,146,Not Rated,5.9,47.0,142986,
Nacho Libre,2006,92,PG,5.9,52.0,91237,80.20
9½ Weeks,1986,117,R,5.9,50.0,42677,6.73
Vertical Limit,2000,124,PG-13,5.9,48.0,63819,69.24
Let's Go to Prison,2006,84,R,5.9,27.0,26151,4.61
Candyman,2021,91,R,5.9,72.0,71643,61.19
Keeping Up with the Joneses,2016,105,PG-13,5.9,34.0,65620,14.90
Final Destination 5,2011,92,R,5.9,50.0,121262,42.59
The Wraith,1986,93,PG-13,5.9,39.0,18131,3.50
The Fourth Kind,2009,98,PG-13,5.9,34.0,80077,25.46
The Amityville Horror,2005,90,R,5.9,33.0,114992,65.23
Conan the Destroyer,1984,103,PG,5.9,53.0,83452,31.04
I Now Pronounce You Chuck & Larry,2007,115,PG-13,5.9,37.0,151356,120.06
Annabelle Comes Home,2019,106,R,5.9,53.0,81637,74.15
Reminiscence,2021,116,PG-13,5.9,46.0,61549,
Rock of Ages,2012,123,PG-13,5.9,47.0,80381,38.52
Gone,I) (2012,94,PG-13,5.9,36.0,45590,11.65
Six Days Seven Nights,1998,102,PG-13,5.9,51.0,81202,74.33
Medieval,2022,125,R,5.9,46.0,11041,
The Last House on the Left,1972,84,R,5.9,68.0,39007,3.10
After.Life,2009,104,R,5.9,36.0,40028,0.11
The Grudge,2004,91,PG-13,5.9,49.0,148359,110.36
Power Rangers,2017,124,PG-13,5.9,44.0,111846,85.36
Piranha,1978,94,R,5.9,71.0,23458,6.00
Clifford the Big Red Dog,2021,96,PG,5.9,55.0,15456,48.95
Into the Blue,2005,110,PG-13,5.9,45.0,78363,18.47
A Cinderella Story,2004,95,PG,5.9,25.0,91344,51.44
Hall Pass,2011,105,R,5.9,45.0,128847,45.06
Bill & Ted Face the Music,2020,91,PG-13,5.9,65.0,50940,
Earthquake,1974,122,PG,5.9,56.0,17222,79.70
Against All Odds,1984,128,R,5.9,42.0,13033,25.10
The Boss Baby: Family Business,2021,107,PG,5.9,39.0,20714,57.30
Look Who's Talking,1989,93,PG-13,5.9,51.0,85261,140.09
Drop Dead Fred,1991,103,PG-13,5.9,25.0,30528,43.88
The Vanishing,II) (2018,107,R,5.9,64.0,19571,
London Has Fallen,2016,99,R,5.9,28.0,165090,62.68
The Invasion,I) (2007,99,PG-13,5.9,45.0,80978,15.07
Father of the Bride,2022,117,PG-13,5.9,65.0,12045,
It Takes Two,1995,101,PG,5.9,45.0,24062,19.47
The 6th Day,2000,123,PG-13,5.9,49.0,125810,34.60
The Last Witch Hunter,2015,106,PG-13,5.9,34.0,107135,27.37
Abraham Lincoln: Vampire Hunter,2012,105,R,5.9,42.0,159180,37.52
King Kong,1976,134,PG,5.9,61.0,34290,52.61
Game of Death,1978,100,R,5.9,36.0,21564,10.00
The Borrowers,1997,89,PG,5.9,,23077,22.36
The Ruins,2008,90,R,5.9,44.0,78216,17.43
Antlers,2021,99,R,5.9,57.0,42014,
Punisher: War Zone,2008,103,R,5.9,30.0,65609,8.05
Till Death,I) (2021,88,R,5.9,66.0,24216,
The Brothers Grimm,2005,118,PG-13,5.9,51.0,124297,37.92
The Prom,2020,130,PG-13,5.9,55.0,28473,
The Blackcoat's Daughter,I) (2015,93,R,5.9,68.0,24264,0.02
The Void,I) (2016,90,Not Rated,5.9,62.0,39523,0.15
Resurrection,2022,103,R,5.9,70.0,10292,
Brüno,2009,81,R,5.9,54.0,151768,60.05
Doomsday,I) (2008,105,R,5.9,51.0,78769,10.96
The Possession,I) (2012,92,PG-13,5.9,45.0,62024,49.13
The Captive,I) (2014,112,R,5.9,36.0,34960,
The Black Hole,1979,98,PG,5.9,52.0,27015,
54,1998,93,R,5.9,33.0,34007,16.57
Iron Sky,2012,93,R,5.9,,95638,
The Funhouse,1981,96,R,5.9,56.0,15477,7.89
7 Days in Entebbe,2018,107,PG-13,5.9,49.0,16767,3.19
Sirens,1994,98,R,5.9,64.0,11290,7.77
The Wandering Earth,2019,125,TV-MA,5.9,57.0,34413,5.88
The One,2001,87,PG-13,5.9,25.0,94386,43.91
Dirty Dancing: Havana Nights,2004,86,PG-13,5.9,39.0,28964,14.16
Dinner for Schmucks,2010,114,PG-13,5.9,56.0,109361,73.03
Gnomeo & Juliet,2011,84,G,5.9,53.0,58002,99.97
The Legend of Zorro,2005,129,PG,5.9,47.0,105355,46.46
The SpongeBob Movie: Sponge on the Run,2020,91,PG,5.9,65.0,20339,
Wasp Network,2019,127,TV-MA,5.9,54.0,11478,
Daylight,1996,114,PG-13,5.9,47.0,75105,33.02
Timecop,1994,99,R,5.9,48.0,62053,44.85
Canadian Bacon,1995,91,PG,5.9,,17591,0.18
Hide and Seek,2005,101,R,5.9,35.0,87405,51.10
Step Up All In,2014,112,PG-13,5.9,45.0,35484,14.90
Cam,2018,94,TV-MA,5.9,71.0,34426,
Braven,2018,94,R,5.9,61.0,41130,
The X Files: I Want to Believe,2008,104,PG-13,5.9,47.0,92906,20.98
Billy Bathgate,1991,106,R,5.9,,12493,15.97
All Eyez on Me,2017,139,R,5.9,38.0,24211,44.92
Drumline,2002,118,PG-13,5.9,63.0,35502,56.40
Child's Play 2,1990,84,R,5.9,37.0,55020,28.50
Joe Versus the Volcano,1990,102,PG,5.9,45.0,38926,39.40
